template_id,estimated_ctr,ci_lower,ci_upper,total_sends,total_clicks,alpha,beta,confidence_width
T0253_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0254,0.5,0.0,1.0,0,0,1,1,1.0
T0254_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0255,0.5,0.0,1.0,0,0,1,1,1.0
T0255_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0256,0.5,0.0,1.0,0,0,1,1,1.0
T0248_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0249,0.5,0.0,1.0,0,0,1,1,1.0
T0249_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0250,0.5,0.0,1.0,0,0,1,1,1.0
T0250_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0251,0.5,0.0,1.0,0,0,1,1,1.0
T0251_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0252,0.5,0.0,1.0,0,0,1,1,1.0
T0244_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0245,0.5,0.0,1.0,0,0,1,1,1.0
T0245_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0246,0.5,0.0,1.0,0,0,1,1,1.0
T0246_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0247,0.5,0.0,1.0,0,0,1,1,1.0
T0247_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0248,0.5,0.0,1.0,0,0,1,1,1.0
T0272_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0273,0.5,0.0,1.0,0,0,1,1,1.0
T0273_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0274,0.5,0.0,1.0,0,0,1,1,1.0
T0274_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0275,0.5,0.0,1.0,0,0,1,1,1.0
T0275_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0276,0.5,0.0,1.0,0,0,1,1,1.0
T0268_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0269,0.5,0.0,1.0,0,0,1,1,1.0
T0269_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0270,0.5,0.0,1.0,0,0,1,1,1.0
T0270_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0271,0.5,0.0,1.0,0,0,1,1,1.0
T0271_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0272,0.5,0.0,1.0,0,0,1,1,1.0
T0264_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0265,0.5,0.0,1.0,0,0,1,1,1.0
T0265_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0266,0.5,0.0,1.0,0,0,1,1,1.0
T0266_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0267,0.5,0.0,1.0,0,0,1,1,1.0
T0267_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0268,0.5,0.0,1.0,0,0,1,1,1.0
T0260_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0261,0.5,0.0,1.0,0,0,1,1,1.0
T0261_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0262,0.5,0.0,1.0,0,0,1,1,1.0
T0262_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0263,0.5,0.0,1.0,0,0,1,1,1.0
T0263_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0264,0.5,0.0,1.0,0,0,1,1,1.0
T0288_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0289,0.5,0.0,1.0,0,0,1,1,1.0
T0289_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0290,0.5,0.0,1.0,0,0,1,1,1.0
T0290_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0291,0.5,0.0,1.0,0,0,1,1,1.0
T0291_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0292,0.5,0.0,1.0,0,0,1,1,1.0
T0284_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0285,0.5,0.0,1.0,0,0,1,1,1.0
T0285_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0286,0.5,0.0,1.0,0,0,1,1,1.0
T0286_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0287,0.5,0.0,1.0,0,0,1,1,1.0
T0287_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0288,0.5,0.0,1.0,0,0,1,1,1.0
T0280_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0281,0.5,0.0,1.0,0,0,1,1,1.0
T0281_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0282,0.5,0.0,1.0,0,0,1,1,1.0
T0282_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0283,0.5,0.0,1.0,0,0,1,1,1.0
T0283_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0284,0.5,0.0,1.0,0,0,1,1,1.0
T0276_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0277,0.5,0.0,1.0,0,0,1,1,1.0
T0277_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0278,0.5,0.0,1.0,0,0,1,1,1.0
T0278_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0279,0.5,0.0,1.0,0,0,1,1,1.0
T0279_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0280,0.5,0.0,1.0,0,0,1,1,1.0
T0304_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0305,0.5,0.0,1.0,0,0,1,1,1.0
T0305_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0306,0.5,0.0,1.0,0,0,1,1,1.0
T0306_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0307,0.5,0.0,1.0,0,0,1,1,1.0
T0307_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0308,0.5,0.0,1.0,0,0,1,1,1.0
T0300_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0301,0.5,0.0,1.0,0,0,1,1,1.0
T0301_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0302,0.5,0.0,1.0,0,0,1,1,1.0
T0302_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0303,0.5,0.0,1.0,0,0,1,1,1.0
T0303_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0304,0.5,0.0,1.0,0,0,1,1,1.0
T0296_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0297,0.5,0.0,1.0,0,0,1,1,1.0
T0297_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0298,0.5,0.0,1.0,0,0,1,1,1.0
T0298_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0299,0.5,0.0,1.0,0,0,1,1,1.0
T0299_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0300,0.5,0.0,1.0,0,0,1,1,1.0
T0292_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0293,0.5,0.0,1.0,0,0,1,1,1.0
T0293_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0294,0.5,0.0,1.0,0,0,1,1,1.0
T0294_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0295,0.5,0.0,1.0,0,0,1,1,1.0
T0295_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0296,0.5,0.0,1.0,0,0,1,1,1.0
T0320_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0321,0.5,0.0,1.0,0,0,1,1,1.0
T0321_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0322,0.5,0.0,1.0,0,0,1,1,1.0
T0322_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0323,0.5,0.0,1.0,0,0,1,1,1.0
T0323_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0324,0.5,0.0,1.0,0,0,1,1,1.0
T0316_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0317,0.5,0.0,1.0,0,0,1,1,1.0
T0317_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0318,0.5,0.0,1.0,0,0,1,1,1.0
T0318_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0319,0.5,0.0,1.0,0,0,1,1,1.0
T0319_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0320,0.5,0.0,1.0,0,0,1,1,1.0
T0312_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0313,0.5,0.0,1.0,0,0,1,1,1.0
T0313_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0314,0.5,0.0,1.0,0,0,1,1,1.0
T0314_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0315,0.5,0.0,1.0,0,0,1,1,1.0
T0315_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0316,0.5,0.0,1.0,0,0,1,1,1.0
T0308_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0309,0.5,0.0,1.0,0,0,1,1,1.0
T0309_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0310,0.5,0.0,1.0,0,0,1,1,1.0
T0310_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0311,0.5,0.0,1.0,0,0,1,1,1.0
T0311_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0312,0.5,0.0,1.0,0,0,1,1,1.0
T0336_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0337,0.5,0.0,1.0,0,0,1,1,1.0
T0337_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0338,0.5,0.0,1.0,0,0,1,1,1.0
T0338_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0339,0.5,0.0,1.0,0,0,1,1,1.0
T0339_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0340,0.5,0.0,1.0,0,0,1,1,1.0
T0332_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0333,0.5,0.0,1.0,0,0,1,1,1.0
T0333_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0334,0.5,0.0,1.0,0,0,1,1,1.0
T0334_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0335,0.5,0.0,1.0,0,0,1,1,1.0
T0335_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0336,0.5,0.0,1.0,0,0,1,1,1.0
T0328_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0329,0.5,0.0,1.0,0,0,1,1,1.0
T0329_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0330,0.5,0.0,1.0,0,0,1,1,1.0
T0330_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0331,0.5,0.0,1.0,0,0,1,1,1.0
T0331_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0332,0.5,0.0,1.0,0,0,1,1,1.0
T0324_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0325,0.5,0.0,1.0,0,0,1,1,1.0
T0325_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0326,0.5,0.0,1.0,0,0,1,1,1.0
T0326_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0327,0.5,0.0,1.0,0,0,1,1,1.0
T0327_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0328,0.5,0.0,1.0,0,0,1,1,1.0
T0352_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0353,0.5,0.0,1.0,0,0,1,1,1.0
T0353_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0354,0.5,0.0,1.0,0,0,1,1,1.0
T0354_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0355,0.5,0.0,1.0,0,0,1,1,1.0
T0355_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0356,0.5,0.0,1.0,0,0,1,1,1.0
T0348_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0349,0.5,0.0,1.0,0,0,1,1,1.0
T0349_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0350,0.5,0.0,1.0,0,0,1,1,1.0
T0350_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0351,0.5,0.0,1.0,0,0,1,1,1.0
T0351_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0352,0.5,0.0,1.0,0,0,1,1,1.0
T0344_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0345,0.5,0.0,1.0,0,0,1,1,1.0
T0345_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0346,0.5,0.0,1.0,0,0,1,1,1.0
T0346_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0347,0.5,0.0,1.0,0,0,1,1,1.0
T0347_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0348,0.5,0.0,1.0,0,0,1,1,1.0
T0340_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0341,0.5,0.0,1.0,0,0,1,1,1.0
T0341_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0342,0.5,0.0,1.0,0,0,1,1,1.0
T0342_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0343,0.5,0.0,1.0,0,0,1,1,1.0
T0343_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0344,0.5,0.0,1.0,0,0,1,1,1.0
T0368_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0369,0.5,0.0,1.0,0,0,1,1,1.0
T0369_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0370,0.5,0.0,1.0,0,0,1,1,1.0
T0370_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0371,0.5,0.0,1.0,0,0,1,1,1.0
T0371_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0372,0.5,0.0,1.0,0,0,1,1,1.0
T0364_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0365,0.5,0.0,1.0,0,0,1,1,1.0
T0365_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0366,0.5,0.0,1.0,0,0,1,1,1.0
T0366_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0367,0.5,0.0,1.0,0,0,1,1,1.0
T0367_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0368,0.5,0.0,1.0,0,0,1,1,1.0
T0360_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0361,0.5,0.0,1.0,0,0,1,1,1.0
T0361_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0362,0.5,0.0,1.0,0,0,1,1,1.0
T0362_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0363,0.5,0.0,1.0,0,0,1,1,1.0
T0363_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0364,0.5,0.0,1.0,0,0,1,1,1.0
T0356_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0357,0.5,0.0,1.0,0,0,1,1,1.0
T0357_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0358,0.5,0.0,1.0,0,0,1,1,1.0
T0358_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0359,0.5,0.0,1.0,0,0,1,1,1.0
T0359_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0360,0.5,0.0,1.0,0,0,1,1,1.0
T0400_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0401,0.5,0.0,1.0,0,0,1,1,1.0
T0401_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0402,0.5,0.0,1.0,0,0,1,1,1.0
T0402_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0403,0.5,0.0,1.0,0,0,1,1,1.0
T0403_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0396_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0397,0.5,0.0,1.0,0,0,1,1,1.0
T0397_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0398,0.5,0.0,1.0,0,0,1,1,1.0
T0398_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0399,0.5,0.0,1.0,0,0,1,1,1.0
T0399_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0400,0.5,0.0,1.0,0,0,1,1,1.0
T0392_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0393,0.5,0.0,1.0,0,0,1,1,1.0
T0393_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0394,0.5,0.0,1.0,0,0,1,1,1.0
T0394_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0395,0.5,0.0,1.0,0,0,1,1,1.0
T0395_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0396,0.5,0.0,1.0,0,0,1,1,1.0
T0388_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0389,0.5,0.0,1.0,0,0,1,1,1.0
T0389_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0390,0.5,0.0,1.0,0,0,1,1,1.0
T0390_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0391,0.5,0.0,1.0,0,0,1,1,1.0
T0391_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0392,0.5,0.0,1.0,0,0,1,1,1.0
T0016_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0017_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0018_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0019_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0012_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0013_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0014_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0015_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0008_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0009_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0010_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0011_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0004_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0005_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0006_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0007_hi,0.5,0.0,1.0,0,0,1,1,1.0
T0015,0.22124542124542124,0.19962615918920856,0.2436383369105107,1363,301,302,1063,0.04401217772130214
T0039,0.20177267987486966,0.18411517810298222,0.22001923696607503,1916,386,387,1531,0.03590405886309281
T0011,0.19269521410579346,0.17367414436110948,0.21244939017200928,1586,305,306,1282,0.038775245810899805
T0003,0.16813450760608487,0.14791351404797487,0.18936201768272487,1247,209,210,1039,0.04144850363475
T0030,0.1660958904109589,0.14903991501363922,0.18387384497110804,1750,290,291,1461,0.03483392995746881
T0001,0.13804173354735153,0.11210297556004205,0.16618072096918957,621,85,86,537,0.05407774540914752
T0038,0.13664596273291926,0.11722318251561889,0.15728993486438078,1125,153,154,973,0.04006675234876189
T0034,0.13503184713375796,0.11203867886009572,0.15978583412897815,783,105,106,679,0.04774715526888243
T0016,0.13443396226415094,0.11861832504649646,0.15106608815914302,1694,227,228,1468,0.03244776311264656
T0007,0.1301620491374804,0.11545886662433383,0.1455975682544855,1911,248,249,1664,0.03013870163015167
T0040,0.1286549707602339,0.10887595507603197,0.14980481877002627,1024,131,132,894,0.0409288636939943
T0045,0.1234887737478411,0.1051746394214323,0.14303439354304603,1156,142,143,1015,0.03785975412161373
T0029,0.12252252252252252,0.09658884296733043,0.15103146571689552,553,67,68,487,0.05444262274956509
T0025,0.12168141592920353,0.10119075288505383,0.14375701213135794,902,109,110,794,0.04256625924630411
T0048,0.1193004372267333,0.10388493079926002,0.1356166411295494,1599,190,191,1410,0.03173171033028939
T0024,0.11811652035115722,0.10084044998849283,0.13654694691072441,1251,147,148,1105,0.03570649692223159
T0005,0.11685823754789272,0.09075272745441462,0.1457426453322451,520,60,61,461,0.054989917877830474
T0023,0.11351667641895846,0.09891599515555441,0.12897395113374058,1707,193,194,1515,0.03005795597818617
T0028,0.09643605870020965,0.07853223945495422,0.11594173616634103,952,91,92,862,0.03740949671138681
T0021,0.09497591190640055,0.0804432525055551,0.11056428933987504,1451,137,138,1315,0.030121036834319936
T0020,0.09464196294441662,0.08219685924284671,0.1078559017049604,1995,188,189,1808,0.025659042462113688
T0008,0.09200603318250378,0.07121653636398494,0.11512511659511608,661,60,61,602,0.043908580231131145
T0041,0.09177489177489177,0.07581437712250436,0.10907385658211688,1153,105,106,1049,0.03325947945961252
T0017,0.08982826948480846,0.07595188851143063,0.1047306948025755,1512,135,136,1378,0.028778806291144876
T0018,0.08743455497382199,0.07518536711027281,0.1005018549894159,1908,166,167,1743,0.02531648787914309
T0014,0.08720596672403902,0.07442033245473821,0.10088856836118335,1741,151,152,1591,0.026468235906445134
T0026,0.08650190114068441,0.0702831401128966,0.10420900583378033,1050,90,91,961,0.03392586572088373
T0013,0.08575803981623277,0.07118974261351048,0.10152749439797651,1304,111,112,1194,0.03033775178446603
T0033,0.08553157474020784,0.07067951188864204,0.101638262517341,1249,106,107,1144,0.03095875062869896
T0042,0.08550185873605948,0.06954627917515536,0.10291610850631726,1074,91,92,984,0.03336982933116189
T0022,0.08350622406639004,0.07157631652214769,0.09625430877022696,1926,160,161,1767,0.024677992248079275
T0004,0.08293351610692255,0.06933848678089628,0.0976111021943801,1457,120,121,1338,0.028272615413483818
T0019,0.05478260869565217,0.04238688858992499,0.06864373189667047,1148,62,63,1087,0.026256843306745485
T0012,0.05166051660516605,0.03466341305667768,0.07178492904046276,540,27,28,514,0.037121515983785075
T0002,0.044059795436664044,0.03347753094824307,0.0559996635037312,1269,55,56,1215,0.022522132555488128
T0006,0.04288777698355969,0.03290833550627624,0.0541038635537145,1397,59,60,1339,0.02119552804743826
T0047,0.03842264914054601,0.027358817937827108,0.051251770933590714,987,37,38,951,0.023892952995763606
T0036,0.03507014028056112,0.024571604531968116,0.047330456989421454,996,34,35,963,0.02275885245745334
T0010,0.034482758620689655,0.026025242929985575,0.044065181174326694,1564,53,54,1512,0.01803993824434112
T0009,0.033877038895859475,0.02246989953154704,0.04749470178437223,795,26,27,770,0.025024802252825187
T0035,0.032818532818532815,0.019269367064529683,0.0497716216490459,516,16,17,501,0.03050225458451622
T0031,0.03139810426540284,0.02361998315616655,0.040226705219135295,1686,52,53,1635,0.016606722062968746
T0043,0.030585106382978722,0.022492332169582678,0.03985869737370106,1502,45,46,1458,0.017366365204118384
T0046,0.03026634382566586,0.022559644632178508,0.039048921897874116,1650,49,50,1602,0.016489277265695608
T0032,0.0297339593114241,0.022608156407842472,0.03778811130889351,1915,56,57,1860,0.015179954901051035
T0044,0.02902757619738752,0.020832133750991914,0.03851579418195609,1376,39,40,1338,0.017683660430964174
T0027,0.028795811518324606,0.018156166425161987,0.04176517502724004,762,21,22,742,0.02360900860207805
T0037,0.023131672597864767,0.01650919383033009,0.030823900442140457,1684,38,39,1647,0.014314706611810366
